hallmark_name	contrast	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Diffuse astrocytic and oligodendroglial tumor-Choroid plexus tumor	-0.10075760690486668	0.9999890326095331	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Choroid plexus tumor	-0.3186071376979287	0.7215570696952722	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Choroid plexus tumor	-0.028289372934379498	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Choroid plexus tumor	-0.4561279199543179	0.7157186299146032	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Choroid plexus tumor	-0.4204704901955846	0.9167796593752459	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Choroid plexus tumor	0.03570013340845615	0.9999999999945646	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Choroid plexus tumor	0.004439330824894394	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Choroid plexus tumor	-0.22935762961321965	0.9996818553454212	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Choroid plexus tumor	-0.3909630579491128	0.8107081392739816	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other tumor-Choroid plexus tumor	-0.12684749821977162	0.9999996925631087	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Spindle cell tumor-Choroid plexus tumor	0.07970415707022901	0.9999999999656397	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Choroid plexus tumor	-0.2714951877088765	0.99362796344413	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Choroid plexus tumor	-0.24844629377548938	0.999251264840268	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Diffuse astrocytic and oligodendroglial tumor	-0.21784953079306205	0.04759061753429905	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Diffuse astrocytic and oligodendroglial tumor	0.07246823397048718	0.9999950057828617	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Diffuse astrocytic and oligodendroglial tumor	-0.3553703130494512	0.6976184902235899	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Diffuse astrocytic and oligodendroglial tumor	-0.3197128832907179	0.9546292247053112	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Diffuse astrocytic and oligodendroglial tumor	0.13645774031332283	0.9579804909899863	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Diffuse astrocytic and oligodendroglial tumor	0.10519693772976108	0.9999964582521688	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Diffuse astrocytic and oligodendroglial tumor	-0.12860002270835297	0.9999962908149854	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Diffuse astrocytic and oligodendroglial tumor	-0.2902054510442461	0.7818926205232214	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other tumor-Diffuse astrocytic and oligodendroglial tumor	-0.02608989131490495	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Spindle cell tumor-Diffuse astrocytic and oligodendroglial tumor	0.1804617639750957	0.9999963778296603	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Diffuse astrocytic and oligodendroglial tumor	-0.1707375808040098	0.9991415076419033	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Diffuse astrocytic and oligodendroglial tumor	-0.1476886868706227	0.9999809282370292	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Embryonal tumor	0.2903177647635492	0.4996997204477458	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Embryonal tumor	-0.13752078225638914	0.9999458634530825	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Embryonal tumor	-0.10186335249765582	0.9999998389356417	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Embryonal tumor	0.3543072711063849	0.03291671113711181	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Embryonal tumor	0.32304646852282315	0.8510716648037778	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Embryonal tumor	0.08924950808470908	0.9999999689607963	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Embryonal tumor	-0.07235592025118404	0.9999998873110476	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other tumor-Embryonal tumor	0.1917596394781571	0.9997209560771227	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Spindle cell tumor-Embryonal tumor	0.39831129476815774	0.9848427056201039	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Embryonal tumor	0.04711194998905224	0.9999999999010194	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Embryonal tumor	0.07016084392243935	0.9999999985108539	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Ependymal tumor	-0.4278385470199384	0.6613753975845624	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Ependymal tumor	-0.3921811172612051	0.9123959499994819	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Ependymal tumor	0.06398950634283565	0.9999998924533382	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Ependymal tumor	0.03272870375927389	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Ependymal tumor	-0.20106825667884015	0.9998251991790685	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Ependymal tumor	-0.3626736850147333	0.7575731427124274	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other tumor-Ependymal tumor	-0.09855812528539212	0.9999999651358216	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Spindle cell tumor-Ependymal tumor	0.10799353000460851	0.9999999970577911	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Ependymal tumor	-0.243205814774497	0.9941212554299436	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Ependymal tumor	-0.22015692084110988	0.9995300215930734	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Germ cell tumor	0.03565742975873332	1	1	FALSE	FALSE
