hallmark_name	contrast	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Carcinoma-Benign tumor	0.012366168937128802	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Chordoma-Benign tumor	0.03698711120423412	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-Benign tumor	0.0762036089200171	0.9999938164984393	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse astrocytic and oligodendroglial tumor-Benign tumor	0.07302794699037318	0.9990738081580108	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Benign tumor	-0.1313457641517599	0.604067277078103	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Benign tumor	0.1304188717947863	0.7236667322219219	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Benign tumor	-0.00793410670201708	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Benign tumor	-0.4656827549677552	2.0712653814314308e-11	1.0356326907157154e-9	TRUE	TRUE
HALLMARK_ADIPOGENESIS	Histiocytic tumor-Benign tumor	-0.08051048961355475	0.999999999992651	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Benign tumor	0.2464129730684726	4.511615862199392e-4	0.02255807931099696	TRUE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Benign tumor	0.23412041391265892	0.15859926943974778	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Benign tumor	-0.023905301731004115	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Metastatic tumors-Benign tumor	-0.06724472582559965	0.9999999979222868	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Benign tumor	0.06120176031538305	0.9999968985948607	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Non-tumor-Benign tumor	-0.1895697850648248	0.9999996429907463	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other tumor-Benign tumor	0.2093787113193712	0.9994950879785727	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Pre-cancerous lesion-Benign tumor	0.030475933825174883	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Renal tumor-Benign tumor	-0.20166540175086892	0.017929084974960707	0.8964542487480354	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Sarcoma-Benign tumor	0.24725515261449532	0.9945691634520847	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of cranial and paraspinal nerves-Benign tumor	0.23033379135970705	0.07604000460042848	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Benign tumor	0.08543991872463125	0.9999997719259057	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Benign tumor	0.08920761775770217	0.9984693597408361	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Chordoma-Carcinoma	0.024620942267105317	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-Carcinoma	0.0638374399828883	0.9999999999981573	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse astrocytic and oligodendroglial tumor-Carcinoma	0.06066177805324438	0.9999999999961948	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Carcinoma	-0.1437119330888887	0.9999305443969907	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Carcinoma	0.11805270285765751	0.9999981780142335	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Carcinoma	-0.02030027563914588	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Carcinoma	-0.47804892390488396	0.011072659257963413	0.5536329628981707	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Histiocytic tumor-Carcinoma	-0.09287665855068356	0.9999999999978223	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Carcinoma	0.2340468041313438	0.9468068020085246	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Carcinoma	0.22175424497553012	0.9885886104189636	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Carcinoma	-0.03627147066813292	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Metastatic tumors-Carcinoma	-0.07961089476272845	0.9999999999810978	1	FALSE	FALSE
