hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	61.289007548789115	0	0	TRUE
HALLMARK_ALLOGRAFT_REJECTION	46.53965807138077	2.2701627384552514e-298	1.1350813692276257e-296	TRUE
HALLMARK_ANDROGEN_RESPONSE	25.191757347516305	4.983683688277696e-180	2.491841844138848e-178	TRUE
HALLMARK_ANGIOGENESIS	106.45373875172845	0	0	TRUE
HALLMARK_APICAL_JUNCTION	83.37434904368114	0	0	TRUE
HALLMARK_APICAL_SURFACE	42.77800798345807	6.927526080036794e-280	3.4637630400183966e-278	TRUE
HALLMARK_APOPTOSIS	35.70713587283171	1.205934976412548e-242	6.02967488206274e-241	TRUE
HALLMARK_BILE_ACID_METABOLISM	170.75648693175896	0	0	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	70.40338509469909	0	0	TRUE
HALLMARK_COAGULATION	94.94625922762278	0	0	TRUE
HALLMARK_COMPLEMENT	45.32738705998634	1.6599133952309769e-292	8.299566976154884e-291	TRUE
HALLMARK_DNA_REPAIR	12.803267882051973	6.750062377733112e-92	3.375031188866556e-90	TRUE
HALLMARK_E2F_TARGETS	28.768214963615986	2.0282299918379588e-202	1.0141149959189794e-200	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	112.62262345775301	0	0	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	90.3732517823519	0	0	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	81.56825302384581	0	0	TRUE
HALLMARK_FATTY_ACID_METABOLISM	58.83971478278125	0	0	TRUE
HALLMARK_G2M_CHECKPOINT	30.68256352484375	6.396415806284319e-214	3.1982079031421593e-212	TRUE
HALLMARK_GLYCOLYSIS	72.28272398953209	0	0	TRUE
HALLMARK_HEDGEHOG_SIGNALING	123.56118602795426	0	0	TRUE
HALLMARK_HEME_METABOLISM	14.541767809890217	2.3685833686974057e-105	1.1842916843487029e-103	TRUE
HALLMARK_HYPOXIA	45.412969136862756	6.357178267744473e-293	3.1785891338722364e-291	TRUE
HALLMARK_IL2_STAT5_SIGNALING	32.04979620387196	6.109291433212187e-222	3.0546457166060935e-220	TRUE
HALLMARK_IL6_JAK_STAT3_SIGNALING	36.54579438313827	3.016725695897537e-247	1.5083628479487683e-245	TRUE
HALLMARK_INFLAMMATORY_RESPONSE	38.48570105033167	1.0777305884910783e-257	5.388652942455391e-256	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	34.80292102661685	1.2658440042973124e-237	6.329220021486562e-236	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	40.574692172499006	1.198015193466473e-268	5.990075967332364e-267	TRUE
HALLMARK_KRAS_SIGNALING_DN	73.32851841135133	0	0	TRUE
HALLMARK_KRAS_SIGNALING_UP	53.89833895069232	0	0	TRUE
HALLMARK_MITOTIC_SPINDLE	14.651606641857345	3.4417436781082885e-106	1.7208718390541443e-104	TRUE
HALLMARK_MTORC1_SIGNALING	14.368686055455617	4.9833890402792946e-104	2.491694520139647e-102	TRUE
HALLMARK_MYC_TARGETS_V1	18.927847984969656	1.1372846254333898e-137	5.686423127166949e-136	TRUE
HALLMARK_MYC_TARGETS_V2	19.712530145432396	3.262214709907151e-143	1.6311073549535754e-141	TRUE
HALLMARK_MYOGENESIS	138.6612114074709	0	0	TRUE
HALLMARK_NOTCH_SIGNALING	107.19440238358908	0	0	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	22.26872471267457	8.677053263788948e-161	4.338526631894474e-159	TRUE
HALLMARK_P53_PATHWAY	33.11040618969997	4.698061172937349e-228	2.3490305864686745e-226	TRUE
HALLMARK_PANCREAS_BETA_CELLS	128.14498444196056	0	0	TRUE
HALLMARK_PEROXISOME	65.19623836929127	0	0	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	6.623791184782794	1.9455081521971027e-41	9.727540760985514e-40	TRUE
HALLMARK_PROTEIN_SECRETION	28.109041840909416	2.2048901172878893e-198	1.1024450586439446e-196	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	23.873103209875115	1.8547571296109996e-171	9.273785648054998e-170	TRUE
HALLMARK_SPERMATOGENESIS	42.792372090165784	5.865985831093775e-280	2.9329929155468874e-278	TRUE
HALLMARK_TGF_BETA_SIGNALING	19.6384270974977	1.081186919502991e-142	5.405934597514956e-141	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	33.621525813988185	5.729224415362133e-231	2.8646122076810662e-229	TRUE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	13.258609706815667	1.86119424834677e-95	9.30597124173385e-94	TRUE
HALLMARK_UV_RESPONSE_DN	85.67902954791437	0	0	TRUE
HALLMARK_UV_RESPONSE_UP	27.91776819641855	3.327137311456434e-197	1.663568655728217e-195	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	32.09642184401661	3.275396840475777e-222	1.6376984202378885e-220	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	131.11437397117047	0	0	TRUE
