hallmark_name	contrast	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Diffuse midline glioma-Acute Lymphoblastic Leukemia	0.7598649679728241	0	0	TRUE	TRUE
HALLMARK_ADIPOGENESIS	Ganglioneuroblastoma-Acute Lymphoblastic Leukemia	0.4984036696357612	5.050404539019837e-13	2.5252022695099186e-11	TRUE	TRUE
HALLMARK_ADIPOGENESIS	High-grade glioma-Acute Lymphoblastic Leukemia	0.7302734361673987	1.0488788469986687e-6	5.244394234993344e-5	TRUE	TRUE
HALLMARK_ADIPOGENESIS	Neuroblastoma-Acute Lymphoblastic Leukemia	0.5198006466031391	0	0	TRUE	TRUE
HALLMARK_ADIPOGENESIS	Ganglioneuroblastoma-Diffuse midline glioma	-0.2614612983370629	6.09999937792649e-4	0.030499996889632452	TRUE	FALSE
HALLMARK_ADIPOGENESIS	High-grade glioma-Diffuse midline glioma	-0.029591531805425397	0.9994665980047308	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuroblastoma-Diffuse midline glioma	-0.24006432136968497	2.5247784164461606e-6	1.2623892082230803e-4	TRUE	TRUE
HALLMARK_ADIPOGENESIS	High-grade glioma-Ganglioneuroblastoma	0.2318697665316375	0.43812423756074115	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuroblastoma-Ganglioneuroblastoma	0.021396976967377884	0.9943088769315076	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuroblastoma-High-grade glioma	-0.21047278956425958	0.4774659355498204	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Diffuse midline glioma-Acute Lymphoblastic Leukemia	-0.08699681481521798	0.17223304906875347	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Ganglioneuroblastoma-Acute Lymphoblastic Leukemia	-0.08159137196840927	0.3342608704780412	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	High-grade glioma-Acute Lymphoblastic Leukemia	-0.11259288428899716	0.7483881952401341	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Neuroblastoma-Acute Lymphoblastic Leukemia	-0.09952343929797186	0.00748818897534953	0.3744094487674765	TRUE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Ganglioneuroblastoma-Diffuse midline glioma	0.005405442846808717	0.9999532967478009	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	High-grade glioma-Diffuse midline glioma	-0.02559606947377918	0.9987956576018207	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Neuroblastoma-Diffuse midline glioma	-0.012526624482753879	0.9948484957700829	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	High-grade glioma-Ganglioneuroblastoma	-0.0310015123205879	0.9976475088897185	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Neuroblastoma-Ganglioneuroblastoma	-0.017932067329562595	0.9889041702234729	1	FALSE	FALSE
HALLMARK_ALLOGRAFT_REJECTION	Neuroblastoma-High-grade glioma	0.013069444991025303	0.9999021220875863	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Diffuse midline glioma-Acute Lymphoblastic Leukemia	0.5465534284569002	0	0	TRUE	TRUE
HALLMARK_ANDROGEN_RESPONSE	Ganglioneuroblastoma-Acute Lymphoblastic Leukemia	0.22545934140964285	0.010437478180621906	0.5218739090310953	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	High-grade glioma-Acute Lymphoblastic Leukemia	0.5555523744951489	0.001957424951070763	0.09787124755353815	TRUE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Neuroblastoma-Acute Lymphoblastic Leukemia	0.3015535633848574	5.434183547592397e-9	2.7170917737961986e-7	TRUE	TRUE
HALLMARK_ANDROGEN_RESPONSE	Ganglioneuroblastoma-Diffuse midline glioma	-0.3210940870472574	1.0363199340501783e-4	0.0051815996702508915	TRUE	TRUE
HALLMARK_ANDROGEN_RESPONSE	High-grade glioma-Diffuse midline glioma	0.008998946038248606	0.999996933037995	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Neuroblastoma-Diffuse midline glioma	-0.24499986507204286	1.910278355876649e-5	9.551391779383245e-4	TRUE	TRUE
HALLMARK_ANDROGEN_RESPONSE	High-grade glioma-Ganglioneuroblastoma	0.330093033085506	0.19292507315603047	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Neuroblastoma-Ganglioneuroblastoma	0.07609422197521457	0.69327176357306	1	FALSE	FALSE
HALLMARK_ANDROGEN_RESPONSE	Neuroblastoma-High-grade glioma	-0.25399881111029143	0.3903471313109933	1	FALSE	FALSE
