hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	2.267003527357876	0.009643290186193131	0.48216450930965654	FALSE
HALLMARK_ALLOGRAFT_REJECTION	3.3911693651440427	1.4562875683291215e-4	0.007281437841645607	TRUE
HALLMARK_ANDROGEN_RESPONSE	2.387600542833788	0.00624561028225032	0.312280514112516	FALSE
HALLMARK_ANGIOGENESIS	1.3327084118009418	0.2006275364676737	1	FALSE
HALLMARK_APICAL_JUNCTION	2.7725381201360135	0.0015113107478704057	0.07556553739352029	FALSE
HALLMARK_APICAL_SURFACE	2.764253997577776	0.0015588027847554795	0.07794013923777397	FALSE
HALLMARK_APOPTOSIS	2.4931348472509636	0.004251411439603768	0.21257057198018842	FALSE
HALLMARK_BILE_ACID_METABOLISM	4.337614110107253	3.933341807209093e-6	1.9666709036045467e-4	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	4.291217960550597	4.692429344462592e-6	2.3462146722312959e-4	TRUE
HALLMARK_COAGULATION	4.349636820487343	3.757610367419753e-6	1.8788051837098765e-4	TRUE
HALLMARK_COMPLEMENT	4.324219484149	4.13886329710125e-6	2.0694316485506248e-4	TRUE
HALLMARK_DNA_REPAIR	1.2057104258904978	0.2809590388773066	1	FALSE
HALLMARK_E2F_TARGETS	4.912327185886642	4.476548542398509e-7	2.2382742711992548e-5	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.188758735280334	0.012739645031144883	0.6369822515572441	FALSE
HALLMARK_ESTROGEN_RESPONSE_EARLY	3.0224623404047346	5.907223878179886e-4	0.029536119390899427	FALSE
HALLMARK_ESTROGEN_RESPONSE_LATE	2.661918851515332	0.0022815814161765233	0.11407907080882616	FALSE
HALLMARK_FATTY_ACID_METABOLISM	2.283453607864441	0.009091735448654173	0.4545867724327086	FALSE
HALLMARK_G2M_CHECKPOINT	4.708112463860145	9.660787967470834e-7	4.830393983735417e-5	TRUE
HALLMARK_GLYCOLYSIS	1.355893273319153	0.18813714963729436	1	FALSE
HALLMARK_HEDGEHOG_SIGNALING	2.6104771772380153	0.0027604707174898216	0.13802353587449107	FALSE
HALLMARK_HEME_METABOLISM	2.476293940969127	0.004521680545335662	0.22608402726678312	FALSE
HALLMARK_HYPOXIA	2.4336613459446528	0.005282943783015118	0.2641471891507559	FALSE
HALLMARK_IL2_STAT5_SIGNALING	2.4218635803952977	0.005514781154184499	0.27573905770922497	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	3.0923805838923504	4.5343435996008e-4	0.022671717998004	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	4.280392398576875	4.889751018495461e-6	2.444875509247731e-4	TRUE
HALLMARK_INTERFERON_ALPHA_RESPONSE	3.7626700932288473	3.525098915454377e-5	0.0017625494577271886	TRUE
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.953160255571301	1.702669829956828e-5	8.51334914978414e-4	TRUE
HALLMARK_KRAS_SIGNALING_DN	1.9456953417362093	0.029635162559231227	1	FALSE
HALLMARK_KRAS_SIGNALING_UP	4.005715705018974	1.3931262299260573e-5	6.965631149630287e-4	TRUE
HALLMARK_MITOTIC_SPINDLE	2.592285715719201	0.002952379264933386	0.14761896324666932	FALSE
HALLMARK_MTORC1_SIGNALING	0.9875355417619609	0.4665561723579371	1	FALSE
HALLMARK_MYC_TARGETS_V1	1.6015427074718926	0.09105289492414083	1	FALSE
HALLMARK_MYC_TARGETS_V2	2.179849760508895	0.013147594710050012	0.6573797355025006	FALSE
HALLMARK_MYOGENESIS	5.2790685035775855	1.135796707150373e-7	5.678983535751865e-6	TRUE
HALLMARK_NOTCH_SIGNALING	3.434147537934909	1.2361458176336453e-4	0.0061807290881682264	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.8920693624108899	0.5629205381859557	1	FALSE
HALLMARK_P53_PATHWAY	1.8538032298268419	0.04037820563949668	1	FALSE
HALLMARK_PANCREAS_BETA_CELLS	1.7215379964023911	0.06229565807793588	1	FALSE
HALLMARK_PEROXISOME	1.7314392371172362	0.06033754981197612	1	FALSE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	1.2296847559134105	0.26420769898554597	1	FALSE
HALLMARK_PROTEIN_SECRETION	1.4291950798174065	0.1527489573032253	1	FALSE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.9226303209917432	0.032046002162693446	1	FALSE
HALLMARK_SPERMATOGENESIS	1.4043983447938522	0.1640438631969123	1	FALSE
HALLMARK_TGF_BETA_SIGNALING	2.301036961593687	0.00853591498531385	0.4267957492656925	FALSE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	2.6121055170356415	0.002743901340577834	0.1371950670288917	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	1.039903180625261	0.4169439709653628	1	FALSE
HALLMARK_UV_RESPONSE_DN	2.3442480597268225	0.007306087620983944	0.3653043810491972	FALSE
HALLMARK_UV_RESPONSE_UP	0.8795321546743692	0.5759616990831864	1	FALSE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.3455200594507128	0.1936458226744325	1	FALSE
HALLMARK_XENOBIOTIC_METABOLISM	3.403473238418117	1.3895509591326332e-4	0.006947754795663166	TRUE
