hallmark_name	anova_f_statistic	anova_p_value	anova_p_value_bonferroni	significant_anova
HALLMARK_ADIPOGENESIS	110.87944428442233	4.506722867763365e-34	2.2533614338816824e-32	TRUE
HALLMARK_ALLOGRAFT_REJECTION	5.70990476594225	0.0038208867688774035	0.19104433844387017	FALSE
HALLMARK_ANDROGEN_RESPONSE	42.1210354217238	3.1779057132579295e-16	1.5889528566289647e-14	TRUE
HALLMARK_ANGIOGENESIS	46.91907508803869	1.0391873255751621e-17	5.195936627875811e-16	TRUE
HALLMARK_APICAL_JUNCTION	74.44397565208615	1.921280669503596e-25	9.60640334751798e-24	TRUE
HALLMARK_APICAL_SURFACE	45.02016562865356	3.972832497403391e-17	1.9864162487016954e-15	TRUE
HALLMARK_APOPTOSIS	18.197167757448593	4.832350022402928e-8	2.4161750112014638e-6	TRUE
HALLMARK_BILE_ACID_METABOLISM	120.63513929913545	3.840089778772889e-36	1.9200448893864447e-34	TRUE
HALLMARK_CHOLESTEROL_HOMEOSTASIS	92.35741879897516	7.029716480200414e-30	3.5148582401002067e-28	TRUE
HALLMARK_COAGULATION	47.19441298892871	8.567020709585306e-18	4.283510354792653e-16	TRUE
HALLMARK_COMPLEMENT	21.93510210524565	2.042621919354614e-9	1.0213109596773069e-7	TRUE
HALLMARK_DNA_REPAIR	92.94680086334695	5.101655490861164e-30	2.550827745430582e-28	TRUE
HALLMARK_E2F_TARGETS	17.64740252455045	7.755288704785507e-8	3.877644352392753e-6	TRUE
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	56.548591291643	1.47028110054899e-20	7.35140550274495e-19	TRUE
HALLMARK_ESTROGEN_RESPONSE_EARLY	70.37444509854251	2.24569008386015e-24	1.122845041930075e-22	TRUE
HALLMARK_ESTROGEN_RESPONSE_LATE	85.61361028009367	2.9473182444332224e-28	1.4736591222166112e-26	TRUE
HALLMARK_FATTY_ACID_METABOLISM	106.4642779833602	4.1747618271990565e-33	2.087380913599528e-31	TRUE
HALLMARK_G2M_CHECKPOINT	8.083083442221769	4.092786392995619e-4	0.020463931964978095	FALSE
HALLMARK_GLYCOLYSIS	134.38596277832798	6.471749768940618e-39	3.235874884470309e-37	TRUE
HALLMARK_HEDGEHOG_SIGNALING	124.68126424307947	5.6432734003768205e-37	2.82163670018841e-35	TRUE
HALLMARK_HEME_METABOLISM	26.201763701291732	6.144572958852473e-11	3.072286479426236e-9	TRUE
HALLMARK_HYPOXIA	42.08857266707979	3.253490557249745e-16	1.6267452786248726e-14	TRUE
HALLMARK_IL2_STAT5_SIGNALING	8.332561703615315	3.2446171195501654e-4	0.016223085597750826	FALSE
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.408158981614192	0.09233857922681807	1	FALSE
HALLMARK_INFLAMMATORY_RESPONSE	8.428577755774048	2.9675895225254065e-4	0.014837947612627033	FALSE
HALLMARK_INTERFERON_ALPHA_RESPONSE	6.531038685627042	0.0017549495729506017	0.08774747864753009	FALSE
HALLMARK_INTERFERON_GAMMA_RESPONSE	3.501586158389672	0.03183302737065992	1	FALSE
HALLMARK_KRAS_SIGNALING_DN	84.63367142833276	5.1265107184647155e-28	2.5632553592323577e-26	TRUE
HALLMARK_KRAS_SIGNALING_UP	30.17878823112751	2.5838621945494076e-12	1.2919310972747037e-10	TRUE
HALLMARK_MITOTIC_SPINDLE	19.84139795752328	1.1883088263443942e-8	5.941544131721971e-7	TRUE
HALLMARK_MTORC1_SIGNALING	45.09479735396448	3.767700211749632e-17	1.883850105874816e-15	TRUE
HALLMARK_MYC_TARGETS_V1	26.340877318914988	5.491364969984995e-11	2.7456824849924972e-9	TRUE
HALLMARK_MYC_TARGETS_V2	30.720958825478387	1.689176388737067e-12	8.445881943685335e-11	TRUE
HALLMARK_MYOGENESIS	89.5798143516485	3.225297282115406e-29	1.6126486410577032e-27	TRUE
HALLMARK_NOTCH_SIGNALING	107.27572373665174	2.7636673028732505e-33	1.3818336514366253e-31	TRUE
HALLMARK_OXIDATIVE_PHOSPHORYLATION	87.80520267021156	8.632026149398883e-29	4.3160130746994414e-27	TRUE
HALLMARK_P53_PATHWAY	37.42258327161865	1.0062859167982163e-14	5.031429583991081e-13	TRUE
HALLMARK_PANCREAS_BETA_CELLS	99.2282634213433	1.7718932261352567e-31	8.859466130676284e-30	TRUE
HALLMARK_PEROXISOME	116.66288217504717	2.6076680697591845e-35	1.3038340348795923e-33	TRUE
HALLMARK_PI3K_AKT_MTOR_SIGNALING	17.653730338281164	7.713089027454604e-8	3.856544513727302e-6	TRUE
HALLMARK_PROTEIN_SECRETION	58.24488471188175	4.8144711157738445e-21	2.4072355578869223e-19	TRUE
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	42.23608454898254	2.9240113515064223e-16	1.4620056757532113e-14	TRUE
HALLMARK_SPERMATOGENESIS	86.98220722200121	1.3667552432777445e-28	6.833776216388723e-27	TRUE
HALLMARK_TGF_BETA_SIGNALING	30.861503008970352	1.5133493430834467e-12	7.566746715417234e-11	TRUE
HALLMARK_TNFA_SIGNALING_VIA_NFKB	8.200215965214904	3.6697794449027044e-4	0.018348897224513522	FALSE
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	49.80148859118922	1.399367743311077e-18	6.996838716555385e-17	TRUE
HALLMARK_UV_RESPONSE_DN	65.09462831021739	5.929816289442277e-23	2.9649081447211387e-21	TRUE
HALLMARK_UV_RESPONSE_UP	79.73446046989783	8.512872188613294e-27	4.256436094306647e-25	TRUE
HALLMARK_WNT_BETA_CATENIN_SIGNALING	65.85774187124568	3.6722837040975585e-23	1.8361418520487793e-21	TRUE
HALLMARK_XENOBIOTIC_METABOLISM	99.62368764889659	1.438939955710895e-31	7.194699778554474e-30	TRUE
