hallmark_name	contrast	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Adamantinomatous Craniopharyngioma-Acute Myeloid Leukemia	-0.08989771834825921	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Atypical Teratoid Rhabdoid Tumor-Acute Myeloid Leukemia	-0.03344694469399623	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Central neurocytoma-Acute Myeloid Leukemia	-0.14795393556037392	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-Acute Myeloid Leukemia	0.15854857542722972	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS Embryonal tumor-Acute Myeloid Leukemia	-0.14447831533632438	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	CNS neuroblastoma-Acute Myeloid Leukemia	-0.29247713561792366	0.9999999986818141	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse hemispheric glioma-Acute Myeloid Leukemia	-0.24340851330212404	0.9999999980141638	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse intrinsic pontine glioma-Acute Myeloid Leukemia	-0.2675281867827597	0.9999999998098518	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse leptomeningeal glioneuronal tumor-Acute Myeloid Leukemia	-0.28074574418931136	0.9999999994557436	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse midline glioma-Acute Myeloid Leukemia	0.10203203632320725	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor with multilayer rosettes-Acute Myeloid Leukemia	-0.02843848131066129	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymoma-Acute Myeloid Leukemia	0.13025920249285047	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ganglioglioma-Acute Myeloid Leukemia	0.24244431420279183	0.9999999999784797	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Glial-neuronal tumor NOS-Acute Myeloid Leukemia	-0.2504791251689226	0.9999999989637003	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	High-grade glioma-Acute Myeloid Leukemia	0.02749169128559737	1	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade glioma-Acute Myeloid Leukemia	0.18986729016594941	0.9999999999208004	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Medulloblastoma-Acute Myeloid Leukemia	-0.20364013931370256	0.9999999994738045	1	FALSE	FALSE
