hallmark_name	contrast	pathway_score_difference	tukey_p_value	bonferroni_pvalue	significant_tukey	significant_tukey_bonf
HALLMARK_ADIPOGENESIS	Chordoma-Benign tumor	-0.04668352123319448	0.9999999995629223	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Choroid plexus tumor-Benign tumor	-0.2226404568309619	0.6406065331780404	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Diffuse astrocytic and oligodendroglial tumor-Benign tumor	-0.12081826576583948	0.9900182882445078	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Embryonal tumor-Benign tumor	-0.2449461734171946	0.08055795380833752	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Ependymal tumor-Benign tumor	-0.1546510938799659	0.907875719864668	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Germ cell tumor-Benign tumor	-0.31980404376165383	0.14996948056342618	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Hematologic malignancy-Benign tumor	-0.5375238537265876	2.5399793379676794e-11	1.2699896689838397e-9	TRUE	TRUE
HALLMARK_ADIPOGENESIS	Histiocytic tumor-Benign tumor	-0.37419670763521196	0.2637327326183938	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Low-grade astrocytic tumor-Benign tumor	0.04513565666809424	0.9999999996335197	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Lymphoma-Benign tumor	-0.36643107514345763	0.999225753261429	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Melanocytic tumor-Benign tumor	-0.6348576936883552	0.699064037631977	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Meningioma-Benign tumor	-0.03827426279407549	0.9999999999997458	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Mesenchymal non-meningothelial tumor-Benign tumor	-0.33141581228968375	0.023365299762847846	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Metastatic tumors-Benign tumor	-0.3843132879727553	0.7333457328943404	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Neuronal and mixed neuronal-glial tumor-Benign tumor	-0.13802766265399488	0.9881756179103645	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Non-tumor-Benign tumor	-0.39299158690746283	0.9159090354667112	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Other tumor-Benign tumor	-0.4073345460612863	0.8846061292876986	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Pre-cancerous lesion-Benign tumor	-0.11901422791806228	0.9998430473135478	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Renal tumor-Benign tumor	-0.34913892783214007	0.062376617657386335	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of cranial and paraspinal nerves-Benign tumor	-0.18750049350609366	0.7461328961665007	1	FALSE	FALSE
HALLMARK_ADIPOGENESIS	Tumor of pineal region-Benign tumor	-0.5093155007485498	0.008114532712151457	0.4057266356075728	TRUE	FALSE
HALLMARK_ADIPOGENESIS	Tumors of sellar region-Benign tumor	-0.11083952412573667	0.9995115330858804	1	FALSE	FALSE
