Tumor_Sample_Barcode	experimental_strategy	mutation_count	region_size	tmb
BS_0G54B21P	WGS	10	2923762389	0.0034202505776881036
BS_0GKN4M3K	WGS	6	2923762389	0.002052150346612862
BS_0GVJJYWV	WGS	3	2923762389	0.001026075173306431
BS_0J390AHD	WGS	1	2923762389	3.420250577688104e-4
BS_0J57HJ1S	WGS	904	2923762389	0.30919065222300457
BS_0J5GC803	WGS	14	2923762389	0.004788350808763345
BS_0J5MCBZV	WGS	21	2923762389	0.007182526213145018
BS_0KP6JYPD	WGS	662	2923762389	0.22642058824295247
BS_0MCY93CV	WGS	6	2923762389	0.002052150346612862
BS_0ND04J2B	WGS	67	2923762389	0.022915678870510294
BS_0NGRECX0	WGS	85	2923762389	0.02907212991034888
BS_0NNHVKW8	WGS	17	2923762389	0.005814425982069776
BS_0NNV9QAF	WGS	5	2923762389	0.0017101252888440518
BS_0PNVPY23	WGS	17	2923762389	0.005814425982069776
BS_0Q7HKPD2	WGS	61	2923762389	0.02086352852389743
BS_0Q8G4N8H	WGS	8	2923762389	0.002736200462150483
BS_0QEBZX3M	WGS	2	2923762389	6.840501155376208e-4
BS_0QESMKKG	WGS	2	2923762389	6.840501155376208e-4
BS_0QTY32QA	WGS	7	2923762389	0.0023941754043816724
BS_0RBGK29M	WGS	39	2923762389	0.013338977252983605
BS_0RF0G9SQ	WGS	15	2923762389	0.0051303758665321554
BS_0RTP9JV1	WGS	48	2923762389	0.016417202772902897
BS_0S617SMM	WGS	1164	2923762389	0.39811716724289525
BS_0SFXXBQ5	WGS	6	2923762389	0.002052150346612862
BS_0SYB7ZZ0	WGS	2	2923762389	6.840501155376208e-4
BS_0T5A16N2	WGS	24	2923762389	0.008208601386451448
BS_0TBBTWJS	WGS	12	2923762389	0.004104300693225724
BS_0TER803R	WGS	15	2923762389	0.0051303758665321554
BS_0W8AWY10	WGS	25	2923762389	0.00855062644422026
BS_0XCCXBKP	WGS	6	2923762389	0.002052150346612862
BS_0XD58YD9	WGS	3	2923762389	0.001026075173306431
BS_0XR7GYAV	WGS	11	2923762389	0.003762275635456914
BS_0Y4VHCMS	WGS	19	2923762389	0.0064984760976073965
BS_0YVR8Q4E	WGS	10	2923762389	0.0034202505776881036
BS_0YWFFRYV	WGS	4	2923762389	0.0013681002310752415
BS_0ZR4XA69	WGS	21	2923762389	0.007182526213145018
BS_0ZRDBX5X	WGS	5	2923762389	0.0017101252888440518
BS_104JAZ50	WGS	10	2923762389	0.0034202505776881036
BS_10AD3EFX	WGS	26	2923762389	0.00889265150198907
BS_10HD18B8	WGS	38	2923762389	0.012996952195214793
BS_10TK5K3B	WGS	5	2923762389	0.0017101252888440518
BS_10V9SAG8	WGS	29	2923762389	0.009918726675295501
BS_110K2FF7	WGS	8	2923762389	0.002736200462150483
BS_11322HD1	WGS	3	2923762389	0.001026075173306431
BS_1135HC0V	WGS	31	2923762389	0.01060277679083312
BS_11PGDQ89	WGS	62	2923762389	0.02120555358166624
BS_12BB065J	WGS	5	2923762389	0.0017101252888440518
BS_12BR3X2V	WGS	3	2923762389	0.001026075173306431
BS_12ZB7R6A	WGS	12	2923762389	0.004104300693225724
BS_14ANJZNN	WGS	7	2923762389	0.0023941754043816724
BS_14P5D735	WGS	1	2923762389	3.420250577688104e-4
BS_14PEVAHC	WGS	53	2923762389	0.01812732806174695
BS_154FP4ZQ	WGS	12	2923762389	0.004104300693225724
BS_154HZX0A	WGS	2	2923762389	6.840501155376208e-4
BS_15BAPZBP	WGS	85	2923762389	0.02907212991034888
BS_15X5P6F2	WGS	53	2923762389	0.01812732806174695
BS_164KRQJ0	WGS	27	2923762389	0.00923467655975788
BS_169P1QCA	WGS	24	2923762389	0.008208601386451448
BS_16FT8V4B	WGS	13	2923762389	0.004446325750994535
BS_16TBX6G5	WGS	12	2923762389	0.004104300693225724
BS_1790XKNY	WGS	8	2923762389	0.002736200462150483
BS_17AXPP1Y	WGS	18	2923762389	0.006156451039838587
BS_17FVWMNV	WGS	5	2923762389	0.0017101252888440518
BS_185Q218S	WGS	27	2923762389	0.00923467655975788
BS_18NCV5QZ	WGS	40	2923762389	0.013681002310752415
BS_18RH1034	WGS	774	2923762389	0.2647273947130592
BS_196W36QM	WGS	7	2923762389	0.0023941754043816724
BS_19EJ85F8	WGS	62	2923762389	0.02120555358166624
BS_1A406WSZ	WGS	21	2923762389	0.007182526213145018
BS_1AMAP96X	WGS	4	2923762389	0.0013681002310752415
BS_1AZ8YJSH	WGS	6	2923762389	0.002052150346612862
BS_1B4Q7CNG	WGS	12	2923762389	0.004104300693225724
BS_1BR81RGD	WGS	13	2923762389	0.004446325750994535
BS_1C4WCNQF	WGS	30	2923762389	0.010260751733064311
BS_1C5Y79HZ	WGS	3	2923762389	0.001026075173306431
BS_1CZPVCXR	WGS	145	2923762389	0.0495936333764775
BS_1DA3F1K1	WGS	29	2923762389	0.009918726675295501
BS_1EJ50B5A	WGS	101	2923762389	0.034544530834649846
BS_1EQGGHHQ	WGS	25	2923762389	0.00855062644422026
BS_1EYKDS0Z	WGS	21	2923762389	0.007182526213145018
BS_1FQGP0PB	WGS	12	2923762389	0.004104300693225724
BS_1FR8GJ7N	WGS	17	2923762389	0.005814425982069776
BS_1FW0H2V1	WGS	11	2923762389	0.003762275635456914
BS_1G3QX306	WGS	5	2923762389	0.0017101252888440518
BS_1G5N5R8S	WGS	9	2923762389	0.0030782255199192934
BS_1G970A7S	WGS	10	2923762389	0.0034202505776881036
BS_1GFA9NF0	WGS	22	2923762389	0.007524551270913828
BS_1GK2EMFY	WGS	13	2923762389	0.004446325750994535
BS_1GQJVG9Q	WGS	41	2923762389	0.014023027368521224
BS_1HXG4A7B	WGS	7	2923762389	0.0023941754043816724
BS_1JGQPJH3	WGS	3678	2923762389	1.2579681624736845
BS_1JMTTKMK	WGS	31	2923762389	0.01060277679083312
BS_1JZ5DPVB	WGS	6	2923762389	0.002052150346612862
BS_1K0J0CTG	WGS	5	2923762389	0.0017101252888440518
BS_1K6WJ1D3	WGS	30	2923762389	0.010260751733064311
BS_1KMVTHES	WGS	24	2923762389	0.008208601386451448
BS_1KP6JADZ	WGS	16	2923762389	0.005472400924300966
BS_1M63B97V	WGS	72	2923762389	0.024625804159354347
BS_1M9R70FP	WGS	28	2923762389	0.00957670161752669
BS_1MME7FBS	WGS	25	2923762389	0.00855062644422026
BS_1MVG9BF0	WGS	3	2923762389	0.001026075173306431
BS_1P4J21PN	WGS	13	2923762389	0.004446325750994535
BS_1Q524P3B	WGS	42	2923762389	0.014365052426290036
BS_1QRW0M8X	WGS	7	2923762389	0.0023941754043816724
BS_1RF75MK2	WGS	20	2923762389	0.006840501155376207
BS_1RFBH1SP	WGS	28	2923762389	0.00957670161752669
BS_1RS20EMZ	WGS	3	2923762389	0.001026075173306431
BS_1S2BHJ8K	WGS	195	2923762389	0.06669488626491803
BS_1S5V7WWC	WGS	29	2923762389	0.009918726675295501
BS_1SV5KG4Y	WGS	124	2923762389	0.04241110716333248
BS_1VC0YAGC	WGS	36	2923762389	0.012312902079677173
BS_1VMBA3BN	WGS	8	2923762389	0.002736200462150483
BS_1WC7MCRT	WGS	59	2923762389	0.020179478408359812
BS_1XSM0T7R	WGS	29	2923762389	0.009918726675295501
BS_1Y7E3173	WGS	12	2923762389	0.004104300693225724
BS_1YD0ZQ4R	WGS	6	2923762389	0.002052150346612862
BS_1YTHM07J	WGS	7	2923762389	0.0023941754043816724
BS_209RV8H2	WGS	49	2923762389	0.016759227830671707
BS_20HSXMYQ	WGS	7	2923762389	0.0023941754043816724
BS_20MPB99Y	WGS	7	2923762389	0.0023941754043816724
BS_20TBZG09	WGS	12864	2923762389	4.399810343137976
BS_20X874J5	WGS	10	2923762389	0.0034202505776881036
BS_2296JPP5	WGS	59	2923762389	0.020179478408359812
BS_229FZNM7	WGS	3	2923762389	0.001026075173306431
BS_22VCR7DF	WGS	60	2923762389	0.020521503466128622
BS_22WVSVNE	WGS	9	2923762389	0.0030782255199192934
BS_230S192D	WGS	36	2923762389	0.012312902079677173
BS_233JPDBD	WGS	20	2923762389	0.006840501155376207
BS_235QEYMQ	WGS	54	2923762389	0.01846935311951576
BS_23ZE42Q3	WGS	29	2923762389	0.009918726675295501
BS_245CTSH9	WGS	18	2923762389	0.006156451039838587
BS_24VRW8WX	WGS	10	2923762389	0.0034202505776881036
BS_2540A7TN	WGS	1	2923762389	3.420250577688104e-4
BS_255803B6	WGS	8	2923762389	0.002736200462150483
BS_258W38W2	WGS	18	2923762389	0.006156451039838587
BS_25EXB29C	WGS	4	2923762389	0.0013681002310752415
BS_25VZM81R	WGS	66	2923762389	0.022573653812741484
BS_269E3N5B	WGS	9	2923762389	0.0030782255199192934
BS_26K4T1TS	WGS	33	2923762389	0.011286826906370742
BS_26YDKGBP	WGS	6	2923762389	0.002052150346612862
BS_27MJ4W3N	WGS	14	2923762389	0.004788350808763345
BS_28H882Z1	WGS	8	2923762389	0.002736200462150483
BS_28HAR2FT	WGS	32	2923762389	0.010944801848601932
BS_29DZNQYC	WGS	5	2923762389	0.0017101252888440518
BS_29MQMSCM	WGS	3	2923762389	0.001026075173306431
BS_2A3KXSK1	WGS	18	2923762389	0.006156451039838587
BS_2ABKFT99	WGS	34	2923762389	0.011628851964139552
BS_2AWCKNB3	WGS	16	2923762389	0.005472400924300966
BS_2B2ZREGX	WGS	4	2923762389	0.0013681002310752415
BS_2CD1XWVP	WGS	27	2923762389	0.00923467655975788
BS_2CQ6K2JW	WGS	8	2923762389	0.002736200462150483
BS_2D0J8W64	WGS	9	2923762389	0.0030782255199192934
BS_2E81A3FT	WGS	7	2923762389	0.0023941754043816724
BS_2ESN6Q0D	WGS	39	2923762389	0.013338977252983605
BS_2EVAFHE0	WGS	80	2923762389	0.02736200462150483
BS_2F5KDZ93	WGS	14	2923762389	0.004788350808763345
BS_2F70R10Z	WGS	10	2923762389	0.0034202505776881036
BS_2F7B7FGE	WGS	25	2923762389	0.00855062644422026
BS_2FPVHEQS	WGS	7	2923762389	0.0023941754043816724
BS_2HNHCSNB	WGS	14	2923762389	0.004788350808763345
BS_2HNT5VE7	WGS	6	2923762389	0.002052150346612862
BS_2J4FG4HV	WGS	41	2923762389	0.014023027368521224
BS_2JDVY4F7	WGS	14	2923762389	0.004788350808763345
BS_2MPNPD28	WGS	25	2923762389	0.00855062644422026
BS_2N53HYFM	WGS	3	2923762389	0.001026075173306431
BS_2N95EW0G	WGS	25	2923762389	0.00855062644422026
BS_2NDRETB2	WGS	26	2923762389	0.00889265150198907
BS_2NEBNR18	WGS	4	2923762389	0.0013681002310752415
BS_2NN6ME5A	WGS	27	2923762389	0.00923467655975788
BS_2NPW3A08	WGS	10	2923762389	0.0034202505776881036
BS_2NQXY528	WGS	36	2923762389	0.012312902079677173
BS_2P6MH05V	WGS	20	2923762389	0.006840501155376207
BS_2P7MJGM7	WGS	24	2923762389	0.008208601386451448
BS_2PVRG3RW	WGS	4	2923762389	0.0013681002310752415
BS_2R0QBATZ	WGS	21	2923762389	0.007182526213145018
BS_2R26GDT2	WGS	3	2923762389	0.001026075173306431
BS_2R346AP1	WGS	12	2923762389	0.004104300693225724
BS_2RJN5Z4W	WGS	6	2923762389	0.002052150346612862
BS_2RX2NF1Q	WGS	58	2923762389	0.019837453350591002
BS_2S36FQZR	WGS	6	2923762389	0.002052150346612862
BS_2SFR8Z1P	WGS	5	2923762389	0.0017101252888440518
BS_2SG8JNMB	WGS	16	2923762389	0.005472400924300966
BS_2T4EJ6KN	WGS	55	2923762389	0.01881137817728457
BS_2TR6439J	WGS	4	2923762389	0.0013681002310752415
BS_2VB8649B	WGS	19	2923762389	0.0064984760976073965
BS_2VG0BR8R	WGS	1	2923762389	3.420250577688104e-4
BS_2VHFP7M8	WGS	5	2923762389	0.0017101252888440518
BS_2VRZV9W9	WGS	6	2923762389	0.002052150346612862
BS_2VSN5YC5	WGS	12	2923762389	0.004104300693225724
BS_2W200YK5	WGS	9	2923762389	0.0030782255199192934
BS_2X02HA8W	WGS	1	2923762389	3.420250577688104e-4
BS_2X60Q1ET	WGS	14	2923762389	0.004788350808763345
BS_2X9EVKZ0	WGS	9	2923762389	0.0030782255199192934
BS_2Y7H85D0	WGS	100	2923762389	0.03420250577688104
BS_2Z9JQDPV	WGS	8	2923762389	0.002736200462150483
BS_30230R49	WGS	1	2923762389	3.420250577688104e-4
BS_30NT6PNA	WGS	4	2923762389	0.0013681002310752415
BS_30W38X77	WGS	13	2923762389	0.004446325750994535
BS_30W58P7B	WGS	15	2923762389	0.0051303758665321554
BS_3108RS7G	WGS	9	2923762389	0.0030782255199192934
BS_32HAVF6S	WGS	6	2923762389	0.002052150346612862
BS_32JF8TPP	WGS	29	2923762389	0.009918726675295501
BS_32VQRFDS	WGS	8	2923762389	0.002736200462150483
BS_339JBNAG	WGS	4	2923762389	0.0013681002310752415
BS_354DTKHE	WGS	4	2923762389	0.0013681002310752415
BS_3564XTTK	WGS	21	2923762389	0.007182526213145018
BS_35DBPYMN	WGS	16	2923762389	0.005472400924300966
BS_35Y30N7S	WGS	4	2923762389	0.0013681002310752415
BS_35YGX2Z6	WGS	5	2923762389	0.0017101252888440518
BS_36HCZ3KW	WGS	14	2923762389	0.004788350808763345
BS_36W8R29P	WGS	12	2923762389	0.004104300693225724
BS_376Q9QKG	WGS	9	2923762389	0.0030782255199192934
BS_37MZFQY4	WGS	6	2923762389	0.002052150346612862
BS_37QJV7CR	WGS	3	2923762389	0.001026075173306431
BS_38CD519Z	WGS	22	2923762389	0.007524551270913828
BS_38SSRZJ1	WGS	11	2923762389	0.003762275635456914
BS_397V7CXJ	WGS	28	2923762389	0.00957670161752669
BS_39P851A7	WGS	6	2923762389	0.002052150346612862
BS_39Q80NT3	WGS	10	2923762389	0.0034202505776881036
BS_3A0CJMRH	WGS	11	2923762389	0.003762275635456914
BS_3A7YMV93	WGS	13	2923762389	0.004446325750994535
BS_3A8D4FXB	WGS	195	2923762389	0.06669488626491803
BS_3AERRZQT	WGS	23	2923762389	0.007866576328682639
BS_3AKS23A0	WGS	11	2923762389	0.003762275635456914
BS_3AQ7V6ZQ	WGS	9	2923762389	0.0030782255199192934
BS_3BMGF6GN	WGS	71	2923762389	0.024283779101585537
BS_3BW37RT7	WGS	10	2923762389	0.0034202505776881036
BS_3C4YAMKJ	WGS	5	2923762389	0.0017101252888440518
BS_3CDQYJ5Q	WGS	54	2923762389	0.01846935311951576
BS_3CG2N4PD	WGS	66	2923762389	0.022573653812741484
BS_3CVTNBQ3	WGS	3	2923762389	0.001026075173306431
BS_3DGPSEH2	WGS	266	2923762389	0.09097866536650356
BS_3DYRAZE7	WGS	3	2923762389	0.001026075173306431
BS_3E1HC152	WGS	29	2923762389	0.009918726675295501
BS_3E5C1PN1	WGS	24	2923762389	0.008208601386451448
BS_3E9Q93XX	WGS	47	2923762389	0.016075177715134087
BS_3EK4EGFE	WGS	14	2923762389	0.004788350808763345
BS_3GPKDE4K	WGS	26	2923762389	0.00889265150198907
BS_3HE9PKX9	WGS	4	2923762389	0.0013681002310752415
BS_3J4T2YYW	WGS	18	2923762389	0.006156451039838587
BS_3JE2T7AR	WGS	14	2923762389	0.004788350808763345
BS_3KD309X6	WGS	20	2923762389	0.006840501155376207
BS_3KPKZVGX	WGS	54	2923762389	0.01846935311951576
BS_3MJT93EX	WGS	9	2923762389	0.0030782255199192934
BS_3MYQP7P5	WGS	16	2923762389	0.005472400924300966
BS_3NX3RBCX	WGS	42	2923762389	0.014365052426290036
BS_3P96RT4E	WGS	5	2923762389	0.0017101252888440518
BS_3PATZ29V	WGS	14	2923762389	0.004788350808763345
BS_3PRZ5AVW	WGS	10	2923762389	0.0034202505776881036
BS_3PSQNM0D	WGS	7	2923762389	0.0023941754043816724
BS_3PWMTKET	WGS	14	2923762389	0.004788350808763345
BS_3PXSZ06A	WGS	41	2923762389	0.014023027368521224
BS_3Q5V3KJC	WGS	11	2923762389	0.003762275635456914
BS_3QDRWJCF	WGS	4	2923762389	0.0013681002310752415
BS_3QKV3K04	WGS	5	2923762389	0.0017101252888440518
BS_3R0KN6Z4	WGS	4	2923762389	0.0013681002310752415
BS_3RCKRJB1	WGS	27	2923762389	0.00923467655975788
BS_3RDWWCZC	WGS	5	2923762389	0.0017101252888440518
BS_3RGJ4VP1	WGS	8765	2923762389	2.9978496313436227
BS_3RQVBAXB	WGS	8	2923762389	0.002736200462150483
BS_3SE7P41D	WGS	25	2923762389	0.00855062644422026
BS_3T98NKC5	WGS	4	2923762389	0.0013681002310752415
BS_3V7ZNBTG	WGS	48	2923762389	0.016417202772902897
BS_3VE9VCSN	WGS	56	2923762389	0.01915340323505338
BS_3VKW5988	WGS	15	2923762389	0.0051303758665321554
BS_3W3Y6DEG	WGS	13	2923762389	0.004446325750994535
BS_3WFQ25XJ	WGS	5	2923762389	0.0017101252888440518
BS_3WQJ4WP6	WGS	15	2923762389	0.0051303758665321554
BS_3X3951CM	WGS	12	2923762389	0.004104300693225724
BS_3XJNGJ8X	WGS	7	2923762389	0.0023941754043816724
BS_3XW15QAZ	WGS	45	2923762389	0.015391127599596467
BS_3Y44RJXS	WGS	13	2923762389	0.004446325750994535
BS_3Z40EZHD	WGS	19	2923762389	0.0064984760976073965
BS_3ZASRA3A	WGS	2	2923762389	6.840501155376208e-4
BS_3ZEXZFSP	WGS	1	2923762389	3.420250577688104e-4
BS_3ZMH8578	WGS	33	2923762389	0.011286826906370742
BS_3ZSMT9XM	WGS	6	2923762389	0.002052150346612862
BS_40FX713C	WGS	31	2923762389	0.01060277679083312
BS_40SJZGT2	WGS	9	2923762389	0.0030782255199192934
BS_41SWNWAG	WGS	3	2923762389	0.001026075173306431
BS_41TD9XET	WGS	6	2923762389	0.002052150346612862
BS_41TPY745	WGS	7	2923762389	0.0023941754043816724
BS_41W7YMEF	WGS	5	2923762389	0.0017101252888440518
BS_420TZWST	WGS	10	2923762389	0.0034202505776881036
BS_425D2JAB	WGS	25	2923762389	0.00855062644422026
BS_429PWYRS	WGS	19	2923762389	0.0064984760976073965
BS_42A66SH4	WGS	7	2923762389	0.0023941754043816724
BS_42Y9E1Q8	WGS	5	2923762389	0.0017101252888440518
BS_43EZNGJ1	WGS	20	2923762389	0.006840501155376207
BS_44ANHKWM	WGS	37	2923762389	0.012654927137445983
BS_44NW0PQA	WGS	6	2923762389	0.002052150346612862
BS_45913DTA	WGS	7	2923762389	0.0023941754043816724
BS_46TETVWQ	WGS	82	2923762389	0.02804605473704245
BS_47454JJ6	WGS	11	2923762389	0.003762275635456914
BS_47X3VAM0	WGS	39	2923762389	0.013338977252983605
BS_49C8VBC4	WGS	12	2923762389	0.004104300693225724
BS_49JD1V3S	WGS	19	2923762389	0.0064984760976073965
BS_4BB136DY	WGS	31	2923762389	0.01060277679083312
BS_4BHFZB8T	WGS	6	2923762389	0.002052150346612862
BS_4BMVETAN	WGS	22	2923762389	0.007524551270913828
BS_4CT3A9PQ	WGS	21	2923762389	0.007182526213145018
BS_4D9SK48F	WGS	46	2923762389	0.015733152657365277
BS_4DBC3VF8	WGS	4	2923762389	0.0013681002310752415
BS_4DQAQFQH	WGS	25	2923762389	0.00855062644422026
BS_4DTX295Z	WGS	29	2923762389	0.009918726675295501
BS_4DY83R02	WGS	15	2923762389	0.0051303758665321554
BS_4DYW3T2A	WGS	26	2923762389	0.00889265150198907
BS_4EATG0PN	WGS	5	2923762389	0.0017101252888440518
BS_4EE49Z3P	WGS	28	2923762389	0.00957670161752669
BS_4EQ6DJVM	WGS	10	2923762389	0.0034202505776881036
BS_4FKXNJHW	WGS	23	2923762389	0.007866576328682639
BS_4FXPXSR4	WGS	9	2923762389	0.0030782255199192934
BS_4FYFKKC6	WGS	7	2923762389	0.0023941754043816724
BS_4G4PK2D4	WGS	10	2923762389	0.0034202505776881036
BS_4G9Y2VC6	WGS	10	2923762389	0.0034202505776881036
BS_4GHFYCWZ	WGS	4	2923762389	0.0013681002310752415
BS_4GK34NM3	WGS	6	2923762389	0.002052150346612862
BS_4GKH983E	WGS	39	2923762389	0.013338977252983605
BS_4HAAMVR4	WGS	10	2923762389	0.0034202505776881036
BS_4HRYS7JY	WGS	28	2923762389	0.00957670161752669
BS_4J4MVGTR	WGS	13	2923762389	0.004446325750994535
BS_4J8JK335	WGS	11	2923762389	0.003762275635456914
BS_4JBGB8BK	WGS	13	2923762389	0.004446325750994535
BS_4K2G6FZJ	WGS	10	2923762389	0.0034202505776881036
BS_4KHK5ZVS	WGS	145	2923762389	0.0495936333764775
BS_4M0ZMCDC	WGS	17	2923762389	0.005814425982069776
BS_4MKYYMTP	WGS	9	2923762389	0.0030782255199192934
BS_4N387B0K	WGS	69	2923762389	0.023599728986047914
BS_4N3EXDB0	WGS	11	2923762389	0.003762275635456914
BS_4NFFJ9XE	WGS	47	2923762389	0.016075177715134087
BS_4NPEMNAD	WGS	30	2923762389	0.010260751733064311
BS_4P25NNZD	WGS	9	2923762389	0.0030782255199192934
BS_4P88KBKA	WGS	13	2923762389	0.004446325750994535
BS_4PAE19ZC	WGS	7	2923762389	0.0023941754043816724
BS_4PM2QG9C	WGS	18	2923762389	0.006156451039838587
BS_4QFSH7C4	WGS	126	2923762389	0.04309515727887011
BS_4QMRRWCX	WGS	13	2923762389	0.004446325750994535
BS_4RS1SC48	WGS	17	2923762389	0.005814425982069776
BS_4RX1AAVV	WGS	3	2923762389	0.001026075173306431
BS_4SEM9YES	WGS	7	2923762389	0.0023941754043816724
BS_4T8J7JEP	WGS	22	2923762389	0.007524551270913828
BS_4T994QT4	WGS	20	2923762389	0.006840501155376207
BS_4V3KDNZP	WGS	10	2923762389	0.0034202505776881036
BS_4VKRBRJC	WGS	55	2923762389	0.01881137817728457
BS_4WSW3X49	WGS	23	2923762389	0.007866576328682639
BS_4XMJCADX	WGS	7	2923762389	0.0023941754043816724
BS_4XPPZTGG	WGS	8	2923762389	0.002736200462150483
BS_4XZCCYVV	WGS	7	2923762389	0.0023941754043816724
BS_4Y10FCTC	WGS	27	2923762389	0.00923467655975788
BS_4YE9CKC6	WGS	18	2923762389	0.006156451039838587
BS_4YJF0KE7	WGS	31	2923762389	0.01060277679083312
